,bike_name,price,kms_driven,owner,age,power,city_code,brand_code
9439,Bajaj Avenger Street,70000,8000,0,5,220,3,6
9440,Honda CB Hornet,87000,140,0,3,160,10,4
9441,Bajaj Pulsar 150cc,10000,64955,0,15,150,38,6
9442,Yamaha Fazer 150cc,25000,65000,0,12,150,1,3
9443,Hero CD Deluxe,18000,22824,0,8,100,30,5
9444,Bajaj Pulsar 150cc,14227,36000,0,15,150,41,6
9445,Bajaj Avenger 220cc,35000,60000,0,9,220,2,6
9446,Harley-Davidson Street 750,450000,3430,0,4,750,184,14
9447,Bajaj Dominar 400,139000,21300,0,4,400,7,6
9448,Bajaj Avenger Street,80000,7127,0,5,220,7,6
9449,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
9450,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
9451,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
9452,Bajaj Avenger Street,55005,6600,0,5,220,85,6
9453,Royal Enfield Classic,87000,16336,0,7,350,104,1
9454,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
9455,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
9456,KTM RC 390cc,196700,13216,0,4,390,3,9
9457,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
9458,Yamaha Fazer 25,123000,14500,0,4,250,387,3
9459,Royal Enfield Classic,95500,18000,0,8,350,1,1
9460,Hero Passion Pro,32000,12000,0,6,100,1,5
9461,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
9462,Hero Passion 100cc,15000,35000,1,19,100,388,5
9463,Hero Passion Pro,39000,22000,0,4,100,1,5
9464,TVS Apache RTR,30000,6639,0,9,180,19,0
9465,Bajaj Avenger Street,60000,20373,0,6,220,1,6
9466,Hero Super Splendor,15600,84186,0,16,125,18,5
9467,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
9468,Yamaha FZ 150cc,45000,18742,0,6,150,30,3
9469,Honda CB Trigger,43000,42837,0,8,150,2,4
9470,Yamaha YZF-R15 2.0,55000,27000,0,9,150,209,3
9471,Hero CBZ Xtreme,11900,34968,0,14,150,11,5
9472,Royal Enfield Bullet,105000,20000,0,4,350,1,1
9473,Hero Passion 100cc,18000,3869,0,16,100,7,5
9474,Bajaj Pulsar NS200,48000,41939,0,8,200,14,6
9475,Bajaj Avenger 220cc,50000,29134,0,7,220,2,6
9476,Hero Hunk Rear,25000,48587,0,8,150,1,5
9477,Bajaj Avenger Street,70000,8000,0,5,220,3,6
9478,Honda CB Hornet,87000,140,0,3,160,10,4
9479,Bajaj Pulsar 150cc,10000,64955,0,15,150,38,6
9480,Yamaha Fazer 150cc,25000,65000,0,12,150,1,3
9481,Hero CD Deluxe,18000,22824,0,8,100,30,5
9482,Bajaj Pulsar 150cc,14227,36000,0,15,150,41,6
9483,Bajaj Avenger 220cc,35000,60000,0,9,220,2,6
9484,Harley-Davidson Street 750,450000,3430,0,4,750,184,14
9485,Bajaj Dominar 400,139000,21300,0,4,400,7,6
9486,Bajaj Avenger Street,80000,7127,0,5,220,7,6
9487,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
9488,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
9489,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
9490,Bajaj Avenger Street,55005,6600,0,5,220,85,6
9491,Royal Enfield Classic,87000,16336,0,7,350,104,1
9492,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
9493,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
9494,KTM RC 390cc,196700,13216,0,4,390,3,9
9495,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
9496,Yamaha Fazer 25,123000,14500,0,4,250,387,3
9497,Royal Enfield Classic,95500,18000,0,8,350,1,1
9498,Hero Passion Pro,32000,12000,0,6,100,1,5
9499,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
9500,Hero Passion 100cc,15000,35000,1,19,100,388,5
9501,Hero Passion Pro,39000,22000,0,4,100,1,5
9502,TVS Apache RTR,30000,6639,0,9,180,19,0
9503,Bajaj Avenger Street,60000,20373,0,6,220,1,6
9504,Hero Super Splendor,15600,84186,0,16,125,18,5
9505,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
9506,Yamaha FZ 150cc,45000,18742,0,6,150,30,3
9507,Honda CB Trigger,43000,42837,0,8,150,2,4
9508,Yamaha YZF-R15 2.0,55000,27000,0,9,150,209,3
9509,Hero CBZ Xtreme,11900,34968,0,14,150,11,5
9510,Royal Enfield Bullet,105000,20000,0,4,350,1,1
9511,Hero Passion 100cc,18000,3869,0,16,100,7,5
9512,Bajaj Pulsar NS200,48000,41939,0,8,200,14,6
9513,Bajaj Avenger 220cc,50000,29134,0,7,220,2,6
9514,Hero Hunk Rear,25000,48587,0,8,150,1,5
9515,Bajaj Avenger Street,70000,8000,0,5,220,3,6
9516,Honda CB Hornet,87000,140,0,3,160,10,4
9517,Bajaj Pulsar 150cc,10000,64955,0,15,150,38,6
9518,Yamaha Fazer 150cc,25000,65000,0,12,150,1,3
9519,Hero CD Deluxe,18000,22824,0,8,100,30,5
9520,Bajaj Pulsar 150cc,14227,36000,0,15,150,41,6
9521,Bajaj Avenger 220cc,35000,60000,0,9,220,2,6
9522,Harley-Davidson Street 750,450000,3430,0,4,750,184,14
9523,Bajaj Dominar 400,139000,21300,0,4,400,7,6
9524,Bajaj Avenger Street,80000,7127,0,5,220,7,6
9525,Yamaha FZ 150cc,45000,18742,0,6,150,30,3
9526,Honda CB Trigger,43000,42837,0,8,150,2,4
9527,Yamaha YZF-R15 2.0,55000,27000,0,9,150,209,3
9528,Hero CBZ Xtreme,11900,34968,0,14,150,11,5
9529,Royal Enfield Bullet,105000,20000,0,4,350,1,1
9530,Hero Passion 100cc,18000,3869,0,16,100,7,5
9531,Bajaj Pulsar NS200,48000,41939,0,8,200,14,6
9532,Bajaj Avenger 220cc,50000,29134,0,7,220,2,6
9533,Hero Hunk Rear,25000,48587,0,8,150,1,5
9534,Bajaj Avenger Street,70000,8000,0,5,220,3,6
9535,Honda CB Hornet,87000,140,0,3,160,10,4
9536,Bajaj Pulsar 150cc,10000,64955,0,15,150,38,6
9537,Yamaha Fazer 150cc,25000,65000,0,12,150,1,3
9538,Hero CD Deluxe,18000,22824,0,8,100,30,5
9539,Bajaj Pulsar 150cc,14227,36000,0,15,150,41,6
9540,Bajaj Avenger 220cc,35000,60000,0,9,220,2,6
9541,Harley-Davidson Street 750,450000,3430,0,4,750,184,14
9542,Bajaj Dominar 400,139000,21300,0,4,400,7,6
9543,Bajaj Avenger Street,80000,7127,0,5,220,7,6
9544,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
9545,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
9546,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
9547,Bajaj Avenger Street,55005,6600,0,5,220,85,6
9548,Royal Enfield Classic,87000,16336,0,7,350,104,1
9549,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
9550,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
9551,KTM RC 390cc,196700,13216,0,4,390,3,9
9552,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
9553,Yamaha Fazer 25,123000,14500,0,4,250,387,3
9554,Royal Enfield Classic,95500,18000,0,8,350,1,1
9555,Hero Passion Pro,32000,12000,0,6,100,1,5
9556,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
9557,Hero Passion 100cc,15000,35000,1,19,100,388,5
9558,Hero Passion Pro,39000,22000,0,4,100,1,5
9559,TVS Apache RTR,30000,6639,0,9,180,19,0
9560,Bajaj Avenger Street,60000,20373,0,6,220,1,6
9561,Hero Super Splendor,15600,84186,0,16,125,18,5
9562,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
9563,Yamaha FZ 150cc,45000,18742,0,6,150,30,3
9564,Honda CB Trigger,43000,42837,0,8,150,2,4
9565,Yamaha YZF-R15 2.0,55000,27000,0,9,150,209,3
9566,Hero CBZ Xtreme,11900,34968,0,14,150,11,5
9567,Royal Enfield Bullet,105000,20000,0,4,350,1,1
9568,Hero Passion 100cc,18000,3869,0,16,100,7,5
9569,Bajaj Pulsar NS200,48000,41939,0,8,200,14,6
9570,Bajaj Avenger 220cc,50000,29134,0,7,220,2,6
9571,Hero Hunk Rear,25000,48587,0,8,150,1,5
9572,Bajaj Avenger Street,70000,8000,0,5,220,3,6
9573,Honda CB Hornet,87000,140,0,3,160,10,4
9574,Bajaj Pulsar 150cc,10000,64955,0,15,150,38,6
9575,Yamaha Fazer 150cc,25000,65000,0,12,150,1,3
9576,Hero CD Deluxe,18000,22824,0,8,100,30,5
9577,Bajaj Pulsar 150cc,14227,36000,0,15,150,41,6
9578,Bajaj Avenger 220cc,35000,60000,0,9,220,2,6
9579,Harley-Davidson Street 750,450000,3430,0,4,750,184,14
9580,Bajaj Dominar 400,139000,21300,0,4,400,7,6
9581,Bajaj Avenger Street,80000,7127,0,5,220,7,6
9582,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
9583,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
9584,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
9585,Bajaj Avenger Street,55005,6600,0,5,220,85,6
9586,Royal Enfield Classic,87000,16336,0,7,350,104,1
9587,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
9588,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
9589,KTM RC 390cc,196700,13216,0,4,390,3,9
9590,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
9591,Yamaha Fazer 25,123000,14500,0,4,250,387,3
9592,Royal Enfield Classic,95500,18000,0,8,350,1,1
9593,Hero Passion Pro,32000,12000,0,6,100,1,5
9594,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
9595,Hero Passion 100cc,15000,35000,1,19,100,388,5
9596,Hero Passion Pro,39000,22000,0,4,100,1,5
9597,TVS Apache RTR,30000,6639,0,9,180,19,0
9598,Bajaj Avenger Street,60000,20373,0,6,220,1,6
9599,Hero Super Splendor,15600,84186,0,16,125,18,5
9600,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
9601,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
9602,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
9603,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
9604,Bajaj Avenger Street,55005,6600,0,5,220,85,6
9605,Royal Enfield Classic,87000,16336,0,7,350,104,1
9606,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
9607,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
9608,KTM RC 390cc,196700,13216,0,4,390,3,9
9609,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
9610,Yamaha Fazer 25,123000,14500,0,4,250,387,3
9611,Royal Enfield Classic,95500,18000,0,8,350,1,1
9612,Hero Passion Pro,32000,12000,0,6,100,1,5
9613,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
9614,Hero Passion 100cc,15000,35000,1,19,100,388,5
9615,Hero Passion Pro,39000,22000,0,4,100,1,5
9616,TVS Apache RTR,30000,6639,0,9,180,19,0
9617,Bajaj Avenger Street,60000,20373,0,6,220,1,6
9618,Hero Super Splendor,15600,84186,0,16,125,18,5
9619,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
9620,Yamaha FZ 150cc,45000,18742,0,6,150,30,3
9621,Honda CB Trigger,43000,42837,0,8,150,2,4
9622,Yamaha YZF-R15 2.0,55000,27000,0,9,150,209,3
9623,Hero CBZ Xtreme,11900,34968,0,14,150,11,5
9624,Royal Enfield Bullet,105000,20000,0,4,350,1,1
9625,Hero Passion 100cc,18000,3869,0,16,100,7,5
9626,Bajaj Pulsar NS200,48000,41939,0,8,200,14,6
9627,Bajaj Avenger 220cc,50000,29134,0,7,220,2,6
9628,Hero Hunk Rear,25000,48587,0,8,150,1,5
9629,Bajaj Avenger Street,70000,8000,0,5,220,3,6
9630,Honda CB Hornet,87000,140,0,3,160,10,4
9631,Bajaj Pulsar 150cc,10000,64955,0,15,150,38,6
9632,Yamaha Fazer 150cc,25000,65000,0,12,150,1,3
9633,Hero CD Deluxe,18000,22824,0,8,100,30,5
9634,Bajaj Pulsar 150cc,14227,36000,0,15,150,41,6
9635,Bajaj Avenger 220cc,35000,60000,0,9,220,2,6
9636,Harley-Davidson Street 750,450000,3430,0,4,750,184,14
9637,Bajaj Dominar 400,139000,21300,0,4,400,7,6
9638,Bajaj Avenger Street,80000,7127,0,5,220,7,6
9639,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
9640,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
9641,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
9642,Bajaj Avenger Street,55005,6600,0,5,220,85,6
9643,Royal Enfield Classic,87000,16336,0,7,350,104,1
9644,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
9645,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
9646,KTM RC 390cc,196700,13216,0,4,390,3,9
9647,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
9648,Yamaha Fazer 25,123000,14500,0,4,250,387,3
9649,Royal Enfield Classic,95500,18000,0,8,350,1,1
9650,Hero Passion Pro,32000,12000,0,6,100,1,5
9651,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
9652,Hero Passion 100cc,15000,35000,1,19,100,388,5
9653,Hero Passion Pro,39000,22000,0,4,100,1,5
9654,TVS Apache RTR,30000,6639,0,9,180,19,0
9655,Bajaj Avenger Street,60000,20373,0,6,220,1,6
9656,Hero Super Splendor,15600,84186,0,16,125,18,5
9657,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
9658,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
9659,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
9660,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
9661,Bajaj Avenger Street,55005,6600,0,5,220,85,6
9662,Royal Enfield Classic,87000,16336,0,7,350,104,1
9663,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
9664,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
9665,KTM RC 390cc,196700,13216,0,4,390,3,9
9666,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
9667,Yamaha Fazer 25,123000,14500,0,4,250,387,3
9668,Royal Enfield Classic,95500,18000,0,8,350,1,1
9669,Hero Passion Pro,32000,12000,0,6,100,1,5
9670,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
9671,Hero Passion 100cc,15000,35000,1,19,100,388,5
9672,Hero Passion Pro,39000,22000,0,4,100,1,5
9673,TVS Apache RTR,30000,6639,0,9,180,19,0
9674,Bajaj Avenger Street,60000,20373,0,6,220,1,6
9675,Hero Super Splendor,15600,84186,0,16,125,18,5
9676,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
9677,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
9678,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
9679,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
9680,Bajaj Avenger Street,55005,6600,0,5,220,85,6
9681,Royal Enfield Classic,87000,16336,0,7,350,104,1
9682,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
9683,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
9684,KTM RC 390cc,196700,13216,0,4,390,3,9
9685,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
9686,Yamaha Fazer 25,123000,14500,0,4,250,387,3
9687,Royal Enfield Classic,95500,18000,0,8,350,1,1
9688,Hero Passion Pro,32000,12000,0,6,100,1,5
9689,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
9690,Hero Passion 100cc,15000,35000,1,19,100,388,5
9691,Hero Passion Pro,39000,22000,0,4,100,1,5
9692,TVS Apache RTR,30000,6639,0,9,180,19,0
9693,Bajaj Avenger Street,60000,20373,0,6,220,1,6
9694,Hero Super Splendor,15600,84186,0,16,125,18,5
9695,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
9696,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
9697,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
9698,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
9699,Bajaj Avenger Street,55005,6600,0,5,220,85,6
9700,Royal Enfield Classic,87000,16336,0,7,350,104,1
9701,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
9702,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
9703,KTM RC 390cc,196700,13216,0,4,390,3,9
9704,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
9705,Yamaha Fazer 25,123000,14500,0,4,250,387,3
9706,Royal Enfield Classic,95500,18000,0,8,350,1,1
9707,Hero Passion Pro,32000,12000,0,6,100,1,5
9708,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
9709,Hero Passion 100cc,15000,35000,1,19,100,388,5
9710,Hero Passion Pro,39000,22000,0,4,100,1,5
9711,TVS Apache RTR,30000,6639,0,9,180,19,0
9712,Bajaj Avenger Street,60000,20373,0,6,220,1,6
9713,Hero Super Splendor,15600,84186,0,16,125,18,5
9714,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
9715,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
9716,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
9717,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
9718,Bajaj Avenger Street,55005,6600,0,5,220,85,6
9719,Royal Enfield Classic,87000,16336,0,7,350,104,1
9720,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
9721,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
9722,KTM RC 390cc,196700,13216,0,4,390,3,9
9723,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
9724,Yamaha Fazer 25,123000,14500,0,4,250,387,3
9725,Royal Enfield Classic,95500,18000,0,8,350,1,1
9726,Hero Passion Pro,32000,12000,0,6,100,1,5
9727,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
9728,Hero Passion 100cc,15000,35000,1,19,100,388,5
9729,Hero Passion Pro,39000,22000,0,4,100,1,5
9730,TVS Apache RTR,30000,6639,0,9,180,19,0
9731,Bajaj Avenger Street,60000,20373,0,6,220,1,6
9732,Hero Super Splendor,15600,84186,0,16,125,18,5
9733,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
9734,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
9735,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
9736,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
9737,Bajaj Avenger Street,55005,6600,0,5,220,85,6
9738,Royal Enfield Classic,87000,16336,0,7,350,104,1
9739,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
9740,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
9741,KTM RC 390cc,196700,13216,0,4,390,3,9
9742,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
9743,Yamaha Fazer 25,123000,14500,0,4,250,387,3
9744,Royal Enfield Classic,95500,18000,0,8,350,1,1
9745,Hero Passion Pro,32000,12000,0,6,100,1,5
9746,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
9747,Hero Passion 100cc,15000,35000,1,19,100,388,5
9748,Hero Passion Pro,39000,22000,0,4,100,1,5
9749,TVS Apache RTR,30000,6639,0,9,180,19,0
9750,Bajaj Avenger Street,60000,20373,0,6,220,1,6
9751,Hero Super Splendor,15600,84186,0,16,125,18,5
9752,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
9753,Yamaha FZ 150cc,45000,18742,0,6,150,30,3
9754,Honda CB Trigger,43000,42837,0,8,150,2,4
9755,Yamaha YZF-R15 2.0,55000,27000,0,9,150,209,3
9756,Hero CBZ Xtreme,11900,34968,0,14,150,11,5
9757,Royal Enfield Bullet,105000,20000,0,4,350,1,1
9758,Hero Passion 100cc,18000,3869,0,16,100,7,5
9759,Bajaj Pulsar NS200,48000,41939,0,8,200,14,6
9760,Bajaj Avenger 220cc,50000,29134,0,7,220,2,6
9761,Hero Hunk Rear,25000,48587,0,8,150,1,5
9762,Bajaj Avenger Street,70000,8000,0,5,220,3,6
9763,Honda CB Hornet,87000,140,0,3,160,10,4
9764,Bajaj Pulsar 150cc,10000,64955,0,15,150,38,6
9765,Yamaha Fazer 150cc,25000,65000,0,12,150,1,3
9766,Hero CD Deluxe,18000,22824,0,8,100,30,5
9767,Bajaj Pulsar 150cc,14227,36000,0,15,150,41,6
9768,Bajaj Avenger 220cc,35000,60000,0,9,220,2,6
9769,Harley-Davidson Street 750,450000,3430,0,4,750,184,14
9770,Bajaj Dominar 400,139000,21300,0,4,400,7,6
9771,Bajaj Avenger Street,80000,7127,0,5,220,7,6
9772,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
9773,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
9774,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
9775,Bajaj Avenger Street,55005,6600,0,5,220,85,6
9776,Royal Enfield Classic,87000,16336,0,7,350,104,1
9777,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
9778,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
9779,KTM RC 390cc,196700,13216,0,4,390,3,9
9780,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
9781,Yamaha Fazer 25,123000,14500,0,4,250,387,3
9782,Royal Enfield Classic,95500,18000,0,8,350,1,1
9783,Hero Passion Pro,32000,12000,0,6,100,1,5
9784,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
9785,Hero Passion 100cc,15000,35000,1,19,100,388,5
9786,Hero Passion Pro,39000,22000,0,4,100,1,5
9787,TVS Apache RTR,30000,6639,0,9,180,19,0
9788,Bajaj Avenger Street,60000,20373,0,6,220,1,6
9789,Hero Super Splendor,15600,84186,0,16,125,18,5
9790,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
9791,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
9792,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
9793,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
9794,Bajaj Avenger Street,55005,6600,0,5,220,85,6
9795,Royal Enfield Classic,87000,16336,0,7,350,104,1
9796,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
9797,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
9798,KTM RC 390cc,196700,13216,0,4,390,3,9
9799,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
9800,Yamaha Fazer 25,123000,14500,0,4,250,387,3
9801,Royal Enfield Classic,95500,18000,0,8,350,1,1
9802,Hero Passion Pro,32000,12000,0,6,100,1,5
9803,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
9804,Hero Passion 100cc,15000,35000,1,19,100,388,5
9805,Hero Passion Pro,39000,22000,0,4,100,1,5
9806,TVS Apache RTR,30000,6639,0,9,180,19,0
9807,Bajaj Avenger Street,60000,20373,0,6,220,1,6
9808,Hero Super Splendor,15600,84186,0,16,125,18,5
9809,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
9810,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
9811,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
9812,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
9813,Bajaj Avenger Street,55005,6600,0,5,220,85,6
9814,Royal Enfield Classic,87000,16336,0,7,350,104,1
9815,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
9816,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
9817,KTM RC 390cc,196700,13216,0,4,390,3,9
9818,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
9819,Yamaha Fazer 25,123000,14500,0,4,250,387,3
9820,Royal Enfield Classic,95500,18000,0,8,350,1,1
9821,Hero Passion Pro,32000,12000,0,6,100,1,5
9822,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
9823,Hero Passion 100cc,15000,35000,1,19,100,388,5
9824,Hero Passion Pro,39000,22000,0,4,100,1,5
9825,TVS Apache RTR,30000,6639,0,9,180,19,0
9826,Bajaj Avenger Street,60000,20373,0,6,220,1,6
9827,Hero Super Splendor,15600,84186,0,16,125,18,5
9828,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
9829,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
9830,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
9831,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
9832,Bajaj Avenger Street,55005,6600,0,5,220,85,6
9833,Royal Enfield Classic,87000,16336,0,7,350,104,1
9834,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
9835,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
9836,KTM RC 390cc,196700,13216,0,4,390,3,9
9837,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
9838,Yamaha Fazer 25,123000,14500,0,4,250,387,3
9839,Royal Enfield Classic,95500,18000,0,8,350,1,1
9840,Hero Passion Pro,32000,12000,0,6,100,1,5
9841,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
9842,Hero Passion 100cc,15000,35000,1,19,100,388,5
9843,Hero Passion Pro,39000,22000,0,4,100,1,5
9844,TVS Apache RTR,30000,6639,0,9,180,19,0
9845,Bajaj Avenger Street,60000,20373,0,6,220,1,6
9846,Hero Super Splendor,15600,84186,0,16,125,18,5
9847,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
9848,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
9849,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
9850,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
9851,Bajaj Avenger Street,55005,6600,0,5,220,85,6
9852,Royal Enfield Classic,87000,16336,0,7,350,104,1
9853,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
9854,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
9855,KTM RC 390cc,196700,13216,0,4,390,3,9
9856,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
9857,Yamaha Fazer 25,123000,14500,0,4,250,387,3
9858,Royal Enfield Classic,95500,18000,0,8,350,1,1
9859,Hero Passion Pro,32000,12000,0,6,100,1,5
9860,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
9861,Hero Passion 100cc,15000,35000,1,19,100,388,5
9862,Hero Passion Pro,39000,22000,0,4,100,1,5
9863,TVS Apache RTR,30000,6639,0,9,180,19,0
9864,Bajaj Avenger Street,60000,20373,0,6,220,1,6
9865,Hero Super Splendor,15600,84186,0,16,125,18,5
9866,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
9867,Yamaha FZ 150cc,45000,18742,0,6,150,30,3
9868,Honda CB Trigger,43000,42837,0,8,150,2,4
9869,Yamaha YZF-R15 2.0,55000,27000,0,9,150,209,3
9870,Hero CBZ Xtreme,11900,34968,0,14,150,11,5
9871,Royal Enfield Bullet,105000,20000,0,4,350,1,1
9872,Hero Passion 100cc,18000,3869,0,16,100,7,5
9873,Bajaj Pulsar NS200,48000,41939,0,8,200,14,6
9874,Bajaj Avenger 220cc,50000,29134,0,7,220,2,6
9875,Hero Hunk Rear,25000,48587,0,8,150,1,5
9876,Bajaj Avenger Street,70000,8000,0,5,220,3,6
9877,Honda CB Hornet,87000,140,0,3,160,10,4
9878,Bajaj Pulsar 150cc,10000,64955,0,15,150,38,6
9879,Yamaha Fazer 150cc,25000,65000,0,12,150,1,3
9880,Hero CD Deluxe,18000,22824,0,8,100,30,5
9881,Bajaj Pulsar 150cc,14227,36000,0,15,150,41,6
9882,Bajaj Avenger 220cc,35000,60000,0,9,220,2,6
