,bike_name,price,kms_driven,owner,age,power,city_code,brand_code
8988,Bajaj Discover 100cc,17500,50000,0,11,100,30,6
8989,Bajaj Discover 125cc,20000,2000,0,12,125,435,6
8990,Bajaj Discover 100M,32000,16800,0,9,100,17,6
8991,Honda CB Shine,25000,36400,0,16,125,16,4
8992,Hero Splendor 100cc,21000,70600,0,25,100,222,5
8993,Bajaj Pulsar 150cc,53000,23890,0,7,150,18,6
8994,Hero Passion Pro,21500,24634,0,11,100,30,5
8995,Hero Passion Plus,22000,43000,0,10,100,30,5
8996,Royal Enfield Classic,90000,12000,0,6,350,44,1
8997,TVS Apache RTR,24000,266028,0,10,160,62,0
8998,Hero Super Splendor,55000,379,0,4,125,73,5
8999,Bajaj Pulsar 220F,65000,25000,0,7,220,2,6
9000,Yamaha YZF-R15 150cc,95000,5500,0,5,150,109,3
9001,Royal Enfield Thunderbird,125000,13500,0,7,500,30,1
9002,Bajaj Pulsar 150cc,38000,19000,0,7,150,19,6
9003,Honda CB Shine,35000,25000,0,6,125,19,4
9004,Hero Splendor Plus,34000,12525,0,8,100,62,5
9005,Bajaj Pulsar 150cc,52000,16016,0,6,150,1,6
9006,Bajaj V15 150cc,53000,12431,0,5,150,1,6
9007,Royal Enfield Bullet,65000,29359,0,18,350,1,1
9008,Bajaj Pulsar 150cc,20000,28054,0,13,150,1,6
9009,Bajaj Avenger Street,60000,14000,0,5,150,19,6
9010,Royal Enfield Thunderbird,99500,20000,0,7,350,1,1
9011,KTM RC 200cc,150000,4900,0,5,200,1,9
9012,Royal Enfield Classic,115000,19000,0,6,350,30,1
9013,Honda CB Shine,35000,20000,0,16,125,436,4
9014,Bajaj Platina 100cc,15000,61200,0,12,100,261,6
9015,Hero Passion Plus,24500,29407,0,11,100,0,5
9016,Hero Passion Pro,28500,13608,0,8,100,1,5
9017,Bajaj Pulsar 180cc,52000,10065,0,6,180,48,6
9018,Bajaj Avenger Street,70000,12600,0,5,150,2,6
9019,Hero Splendor 100cc,28000,40543,0,12,100,136,5
9020,Royal Enfield Electra,80000,14000,0,12,350,3,1
9021,KTM RC 200cc,130000,16000,0,6,200,263,9
9022,Bajaj Avenger Street,65000,10000,0,5,150,1,6
9023,Hero Splendor 100cc,20000,55000,0,17,100,301,5
9024,Bajaj Avenger Street,84000,73,0,4,150,7,6
9025,Suzuki Slingshot Plus,40000,5000,0,6,125,186,7
9026,Bajaj Discover 100cc,17500,54345,1,10,100,76,6
9027,Yamaha FZs 150cc,36000,14500,1,8,150,1,3
9028,Hero Passion Plus,23000,2009,3,12,100,437,5
9029,Hero Passion 100cc,14000,50000,1,19,100,18,5
9030,Honda CB Twister,16500,45000,0,11,110,30,4
9031,Hero Splendor 100cc,22000,15000,0,13,100,65,5
9032,Hero Splendor 100cc,21101,20000,0,24,100,65,5
9033,Bajaj CT 100,20000,33150,0,5,100,9,6
9034,KTM Duke 200cc,95000,20000,0,6,200,3,9
9035,Bajaj Pulsar 180cc,22000,20700,1,11,180,1,6
9036,Bajaj CT 100,22000,10000,0,8,100,18,6
9037,Bajaj Pulsar 180cc,65000,9870,0,6,180,18,6
9038,Royal Enfield Bullet,90000,6000,0,7,350,1,1
9039,Hero Passion Plus,21000,16000,0,11,100,30,5
9040,Yamaha Fazer 150cc,33500,40000,0,9,150,18,3
9041,Honda Dream Yuga,46500,3500,0,4,110,48,4
9042,Bajaj Pulsar 200,29999,28000,0,13,200,27,6
9043,Bajaj Avenger Street,58100,16000,0,5,150,7,6
9044,Honda CBF Stunner,22000,16000,0,9,125,48,4
9045,Hero Passion Plus,17000,84559,0,16,100,166,5
9046,Hero Passion Pro,22000,21049,0,12,100,1,5
9047,Hero Passion Plus,15500,51000,0,15,100,58,5
9048,Bajaj Discover 100cc,20000,39727,0,8,100,166,6
9049,Bajaj Discover 100cc,20000,16036,0,7,100,30,6
9050,Bajaj Avenger 220cc,38000,11544,0,9,220,4,6
9051,Bajaj Platina 125cc,18000,34589,0,9,125,30,6
9052,Bajaj Pulsar 150cc,15000,48283,0,15,150,30,6
9053,Bajaj Platina 100cc,16000,24500,0,9,100,30,6
9054,Royal Enfield Classic,100000,18300,0,8,500,30,1
9055,Hero CD Deluxe,17000,35382,0,17,100,166,5
9056,Mahindra Centuro 110cc,29500,24000,0,6,110,27,10
9057,Bajaj Pulsar RS200,90000,5026,0,5,200,108,6
9058,Bajaj Pulsar 150cc,32000,40000,0,10,150,152,6
9059,Bajaj Pulsar 150cc,18000,45000,0,13,150,166,6
9060,TVS Apache RTR,80000,12000,0,5,200,1,0
9061,Honda CBR 250R,125000,35000,0,9,250,7,4
9062,Bajaj Pulsar 150cc,74000,856,0,4,150,1,6
9063,Hero Passion Pro,24000,16138,0,7,100,30,5
9064,Hero Passion Pro,24000,13654,0,7,100,30,5
9065,Hero Passion Pro,22000,9063,0,10,100,48,5
9066,Honda CB ShineSP,54000,17000,0,5,125,61,4
9067,Yamaha YZF-R15 2.0,65000,22000,0,10,150,3,3
9068,Hero Splendor Plus,32000,20000,0,7,100,41,5
9069,Bajaj Pulsar RS200,108000,13400,0,6,200,432,6
9070,KTM RC 200cc,140000,2600,0,6,200,438,9
9071,Hero Splendor 100cc,44000,15500,0,6,100,7,5
9072,Hero i Smart,41000,13800,0,5,125,1,5
9073,Hero Splendor 100cc,17000,30700,0,13,100,30,5
9074,Hero CD Deluxe,19000,35000,0,9,100,333,5
9075,Hero Splendor Plus,18000,70000,0,17,100,166,5
9076,TVS Star City,16000,53520,0,9,110,30,0
9077,Bajaj Discover 100cc,25000,51697,0,8,100,30,6
9078,Hero Passion PRO,28000,23690,0,8,100,30,5
9079,Hero Passion Plus,26000,28000,0,9,100,30,5
9080,Hero CBZ 150cc,22000,38074,0,8,150,30,5
9081,Bajaj Discover 100cc,18000,93901,0,8,100,30,6
9082,Honda CB Unicorn,21000,97000,0,11,150,30,4
9083,Hero Passion Pro,32000,45000,0,7,100,30,5
9084,TVS Star City,18000,92466,0,9,110,30,0
9085,Honda CB Unicorn,21000,91311,0,11,150,30,4
9086,Honda CB Unicorn,21000,91311,0,11,150,30,4
9087,Hero Splendor Pro,30000,53000,0,10,100,18,5
9088,Hero Passion Plus,22000,17308,0,10,100,30,5
9089,Bajaj Discover 135cc,17500,54889,0,12,135,30,6
9090,Bajaj Discover 100M,30000,18500,0,9,100,2,6
9091,TVS Star City,16000,20238,0,10,110,30,0
9092,Honda CB Shine,37000,14993,0,6,125,30,4
9093,Hero CD Deluxe,20000,14423,0,10,100,30,5
9094,Bajaj Avenger 220cc,45000,8903,0,8,220,30,6
9095,Hero Splendor Plus,35000,36283,0,7,100,18,5
9096,Honda CB Shine,30000,45991,0,7,125,30,4
9097,Hero Passion Pro,22000,51940,0,9,100,30,5
9098,Hero Passion Plus,18000,50000,0,11,100,30,5
9099,Hero Passion Pro,26000,81414,0,7,100,30,5
9100,Hero Passion Plus,20000,2584,0,11,100,30,5
9101,Bajaj Discover 135cc,22000,62867,0,9,135,30,6
9102,Bajaj Pulsar 180cc,52000,10065,0,6,180,48,6
9103,Bajaj Avenger Street,70000,12600,0,5,150,2,6
9104,Hero Splendor 100cc,28000,40543,0,12,100,136,5
9105,Royal Enfield Electra,80000,14000,0,12,350,3,1
9106,KTM RC 200cc,130000,16000,0,6,200,263,9
9107,Bajaj Avenger Street,65000,10000,0,5,150,1,6
9108,Hero Splendor 100cc,20000,55000,0,17,100,301,5
9109,Bajaj Avenger Street,84000,73,0,4,150,7,6
9110,Suzuki Slingshot Plus,40000,5000,0,6,125,186,7
9111,Hero Splendor Plus,18000,70000,0,17,100,166,5
9112,TVS Star City,16000,53520,0,9,110,30,0
9113,Bajaj Discover 100cc,25000,51697,0,8,100,30,6
9114,Hero Passion PRO,28000,23690,0,8,100,30,5
9115,Hero Passion Plus,26000,28000,0,9,100,30,5
9116,Hero CBZ 150cc,22000,38074,0,8,150,30,5
9117,Bajaj Discover 100cc,18000,93901,0,8,100,30,6
9118,Honda CB Unicorn,21000,97000,0,11,150,30,4
9119,Hero Passion Pro,32000,45000,0,7,100,30,5
9120,TVS Star City,18000,92466,0,9,110,30,0
9121,Honda CB Unicorn,21000,91311,0,11,150,30,4
9122,Honda CB Unicorn,21000,91311,0,11,150,30,4
9123,Hero Splendor Pro,30000,53000,0,10,100,18,5
9124,Hero Passion Plus,22000,17308,0,10,100,30,5
9125,Bajaj Discover 135cc,17500,54889,0,12,135,30,6
9126,Bajaj Discover 100M,30000,18500,0,9,100,2,6
9127,TVS Star City,16000,20238,0,10,110,30,0
9128,Honda CB Shine,37000,14993,0,6,125,30,4
9129,Hero CD Deluxe,20000,14423,0,10,100,30,5
9130,Bajaj Avenger 220cc,45000,8903,0,8,220,30,6
9131,Hero Splendor Plus,35000,36283,0,7,100,18,5
9132,Honda CB Shine,30000,45991,0,7,125,30,4
9133,Hero Passion Pro,22000,51940,0,9,100,30,5
9134,Hero Passion Plus,18000,50000,0,11,100,30,5
9135,Hero Passion Pro,26000,81414,0,7,100,30,5
9136,Hero Passion Plus,20000,2584,0,11,100,30,5
9137,Bajaj Discover 135cc,22000,62867,0,9,135,30,6
9138,Hero Passion Pro,25000,3762,0,10,100,30,5
9139,Yamaha Fazer 150cc,50000,32461,0,6,150,30,3
9140,Hero Passion Plus,20000,78394,0,10,100,30,5
9141,Bajaj Discover 110cc,30000,17203,0,6,110,30,6
9142,Bajaj Discover 125ST,22000,40000,0,8,125,30,6
9143,TVS Star City,15000,39888,0,12,110,30,0
9144,Hero Splendor 100cc,25000,30000,0,25,100,439,5
9145,Hero Splendor 100cc,18500,32000,0,20,100,140,5
9146,Hero Passion Plus,18000,20313,0,15,100,1,5
9147,Hero Passion Plus,20000,12000,0,13,100,1,5
9148,Hero Karizma 223,22000,22000,0,13,223,1,5
9149,Bajaj Discover 125ST,27000,13299,0,8,125,48,6
9150,Hero Splendor 100cc,23000,40000,0,24,100,27,5
9151,Bajaj Discover 135cc,21000,21985,0,13,135,1,6
9152,Yamaha FZs 150cc,38000,40826,0,8,150,1,3
9153,Bajaj Discover 110cc,26000,5451,0,9,110,30,6
9154,Hero Splendor 100cc,23000,38000,0,25,100,30,5
9155,TVS Star City,14000,17602,0,13,110,30,0
9156,Hero Passion Plus,18000,38000,0,11,100,30,5
9157,TVS Star City,32000,17870,0,7,110,18,0
9158,TVS MAX 4R,18000,13673,0,7,110,30,0
9159,Hero Passion Plus,28000,24434,0,9,100,30,5
9160,Honda CB Shine,20000,654984,0,10,125,30,4
9161,Mahindra Centuro 110cc,41000,8000,0,6,110,18,10
9162,Bajaj Pulsar 150cc,50000,10100,0,8,150,7,6
9163,TVS Star Sport,31599,19111,0,8,100,18,0
9164,Bajaj Avenger 220cc,56000,27350,0,6,220,30,6
9165,Royal Enfield Thunderbird,103000,14400,0,6,350,250,1
9166,KTM Duke 200cc,125000,13000,0,5,200,3,9
9167,Royal Enfield Classic,100000,30000,0,7,350,1,1
9168,Honda CB Hornet,68000,11100,0,5,160,115,4
9169,Bajaj Pulsar RS200,110000,5655,0,5,200,1,6
9170,Hero Passion Pro,23600,37500,0,11,100,30,5
9171,Bajaj Discover 125M,26000,43000,0,7,125,17,6
9172,Honda CB Trigger,52000,25000,0,7,150,2,4
9173,Royal Enfield Classic,95000,9000,0,8,350,384,1
9174,Bajaj Pulsar 220cc,70000,20775,0,5,220,232,6
9175,Honda CB Trigger,50000,17000,0,7,150,2,4
9176,Mahindra Pantero 110cc,22000,28000,0,8,110,16,10
9177,Hero Passion Pro,20000,50000,0,12,100,1,5
9178,Hero Hunk 150cc,35000,39000,0,12,150,440,5
9179,Bajaj Pulsar 150cc,55000,20000,0,7,150,2,6
9180,Royal Enfield Bullet,109100,21200,0,7,350,2,1
9181,Royal Enfield Bullet,60350,26381,0,9,350,1,1
9182,Royal Enfield Thunderbird,47000,60045,0,12,350,10,1
9183,Royal Enfield Thunderbird,35800,90408,2,18,350,2,1
9184,Benelli TNT 25,125000,17512,0,5,250,30,8
9185,Royal Enfield Classic,163500,13900,1,3,500,284,1
9186,Bajaj Pulsar AS200,45000,30,1,7,200,2,6
9187,Harley-Davidson Street 750,520000,399,0,2,750,18,14
9188,Hyosung GT650R,304952,13000,1,7,650,1,13
9189,Hero Splendor Pro,20000,15906,0,10,100,276,5
9190,Bajaj Pulsar 180cc,57000,15000,0,7,180,10,6
9191,Yamaha YZF-R15 150cc,60000,28000,0,9,150,3,3
9192,TVS Apache RTR,60000,20482,1,4,160,7,0
9193,Hero Passion Plus,16000,23105,0,15,100,7,5
9194,Hero Ambition 135cc,5000,82178,0,18,135,1,5
9195,KTM Duke 200cc,70000,49347,0,9,200,61,9
9196,Royal Enfield Classic,116900,25362,1,6,500,10,1
9197,Royal Enfield Classic,90000,17000,0,7,350,18,1
9198,Royal Enfield Bullet,83800,21540,1,10,350,18,1
9199,Bajaj Pulsar 150cc,58000,18000,0,9,150,17,6
9200,Honda CB Trigger,55000,25000,0,8,150,441,4
9201,Bajaj Pulsar 150cc,15000,70000,0,16,150,9,6
9202,Bajaj CT 100,32000,90000,0,5,100,176,6
9203,Royal Enfield Classic,90000,44000,0,10,350,1,1
9204,Bajaj Pulsar 220F,51900,26000,0,7,220,3,6
9205,Yamaha FZs 150cc,31000,58000,0,10,150,1,3
9206,Bajaj Discover 100cc,28100,29000,0,8,100,163,6
9207,Royal Enfield Thunderbird,110000,25000,0,8,350,2,1
9208,Honda CB Unicorn,20500,48000,0,13,150,1,4
9209,Honda Dream Neo,25000,27000,0,8,110,352,4
9210,Honda CBF Stunner,24990,39000,0,10,125,5,4
9211,Royal Enfield Bullet,120500,12550,0,6,350,29,1
9212,Hero CBZ Xtreme,22000,55000,0,14,150,1,5
9213,Bajaj Avenger Street,72100,22000,0,5,150,0,6
9214,Bajaj Pulsar 220cc,35000,40000,0,12,220,5,6
9215,Suzuki Gixxer 150cc,52000,24000,0,7,150,35,7
9216,Honda Dream Yuga,41000,10000,0,5,110,51,4
9217,Hero CBZ Xtreme,38000,53000,0,9,150,171,5
9218,Bajaj Pulsar 220F,80000,10000,0,7,220,142,6
9219,Royal Enfield Thunderbird,110000,33800,0,6,350,3,1
9220,Royal Enfield Thunderbird,160000,25000,0,6,500,7,1
9221,Hero Splendor plus,41500,59154,0,5,100,386,5
9222,Bajaj Avenger 200cc,40000,27875,0,12,200,2,6
9223,Royal Enfield Thunderbird,140000,22000,0,5,350,2,1
9224,Hero Passion Pro,42000,10883,0,5,100,57,5
9225,TVS Apache RTR,78000,6400,0,4,180,84,0
9226,Hero Passion Pro,26000,23236,0,12,100,10,5
9227,Bajaj Avenger 220cc,77000,19820,0,6,220,1,6
9228,Hero CBZ Xtreme,28000,66000,0,11,150,3,5
9229,Honda CBF Stunner,18000,40266,0,11,125,18,4
9230,Bajaj Avenger 220cc,53000,15000,0,7,220,1,6
9231,Royal Enfield Bullet,85000,14000,0,8,350,10,1
9232,Bajaj Pulsar 150cc,14200,55200,0,16,150,1,6
9233,Royal Enfield Classic,175000,2200,0,4,500,9,1
9234,Honda Livo Disc,46000,9000,0,5,110,9,4
9235,Royal Enfield Classic,150000,5400,0,8,350,2,1
9236,Royal Enfield Thunderbird,95000,22000,0,8,350,29,1
9237,Bajaj Avenger Street,62000,30000,0,5,150,1,6
9238,Hero CD Dawn,26000,41000,0,10,100,2,5
9239,Honda Dream Yuga,35000,14992,0,8,110,10,4
9240,Yamaha YZF-R15 2.0,96000,23000,0,6,150,2,3
9241,Royal Enfield Classic,140000,8500,0,5,500,1,1
9242,Yamaha YZF-R15 2.0,66000,59794,0,9,150,2,3
9243,Bajaj Pulsar 150cc,22000,30000,0,14,150,389,6
9244,Hero Passion Pro,36995,16838,0,6,100,38,5
9245,Royal Enfield Classic,105000,14779,0,4,350,1,1
9246,Hero CBZ Xtreme,30000,33849,0,12,150,10,5
9247,TVS Apache RTR,70000,4116,0,3,160,38,0
9248,Bajaj Pulsar 150cc,29500,115152,0,8,150,7,6
9249,Bajaj Pulsar AS200,70000,23000,0,5,200,389,6
9250,Honda CBR 250R,80000,8000,0,10,250,1,4
9251,Royal Enfield Standard,150000,84625,0,8,500,3,1
9252,Royal Enfield Classic,100000,15078,0,7,350,38,1
9253,Hero Karizma R,45000,35038,0,7,223,2,5
9254,Royal Enfield Classic,105000,15008,0,9,500,9,1
9255,KTM Duke 125cc,135000,1050,0,3,125,2,9
9256,Bajaj Pulsar RS200,95000,25000,0,6,200,2,6
9257,Bajaj Pulsar RS200,95000,16725,0,5,200,10,6
9258,Honda CB Unicorn,65000,18000,0,6,160,3,4
9259,Yamaha Saluto RX,37000,8030,0,4,110,18,3
9260,Honda CBR 250R,120000,14000,1,4,250,11,4
9261,Royal Enfield Classic,146006,8575,0,4,500,115,1
9262,Yamaha YZF-R15 2.0,75000,24000,0,9,150,7,3
9263,Bajaj Pulsar 150cc,74400,3000,0,3,150,3,6
9264,Bajaj Avenger Street,55000,15000,0,6,220,1,6
9265,Bajaj Platina Alloy,45500,9000,0,4,100,340,6
9266,Harley-Davidson Street 750,478000,1300,0,5,750,1,14
9267,Honda CB Unicorn,52000,25600,0,6,160,30,4
9268,Honda CB Shine,35000,13000,0,7,125,1,4
9269,Royal Enfield Classic,115000,26000,0,7,350,1,1
9270,Mahindra Mojo 300cc,170000,5500,0,3,300,37,10
9271,Royal Enfield Thunderbird,100300,11824,0,6,350,327,1
9272,Bajaj Pulsar 150cc,12000,82000,1,17,150,3,6
9273,Bajaj Avenger Street,65000,9300,0,4,150,352,6
9274,Harley-Davidson Iron 883,511000,10400,0,8,883,10,14
9275,Hero Splendor Plus,20000,20003,0,10,100,187,5
9276,Honda CB Twister,30000,27598,0,8,110,58,4
9277,Bajaj Avenger 220cc,51500,4734,0,6,220,1,6
9278,Bajaj Pulsar NS200,98000,1700,0,3,200,2,6
9279,Yamaha YZF-R15 150cc,42000,30090,0,11,150,3,3
9280,Hero Passion Xpro,50000,7500,0,5,110,0,5
9281,Suzuki Gixxer SF,63000,19100,0,5,150,2,7
9282,KTM Duke 390cc,139100,25500,0,5,390,1,9
9283,Bajaj Pulsar RS200,120000,5600,0,4,200,9,6
9284,Yamaha FZ25 250cc,115800,2126,0,3,250,1,3
9285,Honda CBF Stunner,15000,40000,0,12,125,11,4
9286,Suzuki Gixxer SF,80000,3000,0,4,150,30,7
9287,Bajaj Pulsar 220F,76000,3450,0,4,220,9,6
9288,Bajaj Avenger Street,58100,14000,0,5,150,7,6
9289,Hero Ignitor 125cc,20000,5792,0,8,125,29,5
9290,Honda CB Hornet,75000,17475,0,4,160,2,4
9291,TVS Apache RTR,48000,17746,0,5,160,1,0
9292,Royal Enfield Bullet,85000,21977,0,7,350,38,1
9293,Harley-Davidson Sportster 883,350000,30000,0,9,883,11,14
9294,Hero Passion Xpro,28000,31288,0,8,110,1,5
9295,TVS Apache RTR,39000,1200,0,7,160,271,0
9296,TVS Star City,20000,49500,0,10,110,95,0
9297,Royal Enfield Classic,115000,18832,0,5,350,9,1
9298,Hero Splendor Pro,20000,15906,0,10,100,276,5
9299,Bajaj Pulsar 180cc,57000,15000,0,7,180,10,6
9300,Hero Passion Plus,16000,23105,0,15,100,7,5
9301,Hero Ambition 135cc,5000,82178,0,18,135,1,5
9302,KTM Duke 200cc,70000,49347,0,9,200,61,9
9303,Royal Enfield Classic,116900,25362,1,6,500,10,1
9304,Royal Enfield Classic,90000,17000,0,7,350,18,1
9305,Royal Enfield Bullet,83800,21540,1,10,350,18,1
9306,Bajaj Pulsar AS150,60000,4150,0,6,150,3,6
9307,TVS Apache RTR,30000,30000,0,10,160,154,0
9308,Royal Enfield Classic,163500,13900,1,3,500,284,1
9309,Bajaj Pulsar AS200,45000,30,1,7,200,2,6
9310,Royal Enfield Thunderbird,47000,60045,0,12,350,10,1
9311,Royal Enfield Thunderbird,35800,90408,2,18,350,2,1
9312,TVS Apache RTR,65450,9238,0,3,200,1,0
9313,Bajaj V15 150cc,42000,16539,0,5,150,3,6
9314,Bajaj Pulsar 150cc,26000,70000,0,11,150,17,6
9315,Hero CD Deluxe,20000,5000,0,10,100,17,5
9316,Hero Glamour Fi,37000,28478,0,5,125,1,5
9317,Bajaj V15 150cc,50000,16674,0,4,150,2,6
9318,Yamaha Fazer 150cc,37000,77596,0,8,150,1,3
9319,Royal Enfield Classic,100000,25000,0,10,350,30,1
9320,TVS Apache 150cc,20000,84916,0,14,150,247,0
9321,Bajaj Discover 100cc,25000,80517,0,9,100,5,6
9322,TVS Radeon 110cc,58000,4020,0,2,110,1,0
9323,Bajaj Dominar 400,120601,19631,1,4,400,1,6
9324,Suzuki Gixxer 150cc,70000,7500,0,5,150,184,7
9325,Yamaha YZF-R15 V3,131000,14379,0,3,150,7,3
9326,Yamaha YZF-R15 2.0,58000,21853,0,7,150,1,3
9327,Hero Passion Plus,15000,35000,0,13,100,96,5
9328,Suzuki Gixxer 150cc,70000,12679,0,3,150,3,7
9329,Bajaj Pulsar 150cc,13000,24780,0,14,150,382,6
9330,TVS Star City,33000,20210,0,8,110,2,0
9331,TVS Apache RTR,110000,6000,0,3,200,1,0
9332,Hero Passion Pro,46000,16298,0,4,100,3,5
9333,Bajaj Avenger Street,55000,18496,0,5,220,29,6
9334,Royal Enfield Bullet,75000,30687,0,14,350,9,1
9335,Bajaj Avenger 220cc,52000,38943,0,6,220,385,6
9336,Yamaha YZF-R3 320cc,220000,7130,0,5,320,1,3
9337,Royal Enfield Himalayan,120000,8492,0,5,410,9,1
9338,Royal Enfield Himalayan,138000,5000,0,5,410,1,1
9339,Hero Splendor Plus,11400,20000,1,17,100,9,5
9340,Honda CB Trigger,34400,24513,1,8,150,1,4
9341,Hero CD Deluxe,25000,11122,0,11,100,442,5
9342,Yamaha SZ RR,55000,6138,0,4,150,10,3
9343,Hero Passion Plus,24000,68000,0,14,100,7,5
9344,Royal Enfield Bullet,80000,56968,0,8,350,1,1
9345,Yamaha Fazer FI,78000,7500,0,3,150,211,3
9346,Honda CBR 150R,61483,28032,0,7,150,52,4
9347,Bajaj Discover 125cc,14000,39211,0,16,125,3,6
9348,KTM Duke 390cc,195000,4568,0,4,390,3,9
9349,Bajaj Pulsar 180cc,55000,10000,0,6,180,10,6
9350,Bajaj Pulsar NS200,46000,27687,2,9,200,2,6
9351,Bajaj Pulsar NS200,84300,9900,0,4,200,421,6
9352,Royal Enfield Electra,92000,16499,0,4,350,11,1
9353,Royal Enfield Bullet,85000,38000,0,9,350,1,1
9354,Yamaha FZ 150cc,45000,18742,0,6,150,30,3
9355,Honda CB Trigger,43000,42837,0,8,150,2,4
9356,Yamaha YZF-R15 2.0,55000,27000,0,9,150,209,3
9357,Hero CBZ Xtreme,11900,34968,0,14,150,11,5
9358,Royal Enfield Bullet,105000,20000,0,4,350,1,1
9359,Hero Passion 100cc,18000,3869,0,16,100,7,5
9360,Bajaj Pulsar NS200,48000,41939,0,8,200,14,6
9361,Bajaj Avenger 220cc,50000,29134,0,7,220,2,6
9362,Hero Hunk Rear,25000,48587,0,8,150,1,5
9363,Bajaj Avenger Street,70000,8000,0,5,220,3,6
9364,Honda CB Hornet,87000,140,0,3,160,10,4
9365,Bajaj Pulsar 150cc,10000,64955,0,15,150,38,6
9366,Yamaha Fazer 150cc,25000,65000,0,12,150,1,3
9367,Hero CD Deluxe,18000,22824,0,8,100,30,5
9368,Bajaj Pulsar 150cc,14227,36000,0,15,150,41,6
9369,Bajaj Avenger 220cc,35000,60000,0,9,220,2,6
9370,Harley-Davidson Street 750,450000,3430,0,4,750,184,14
9371,Bajaj Dominar 400,139000,21300,0,4,400,7,6
9372,Bajaj Avenger Street,80000,7127,0,5,220,7,6
9373,Yamaha FZ 150cc,45000,18742,0,6,150,30,3
9374,Honda CB Trigger,43000,42837,0,8,150,2,4
9375,Yamaha YZF-R15 2.0,55000,27000,0,9,150,209,3
9376,Hero CBZ Xtreme,11900,34968,0,14,150,11,5
9377,Royal Enfield Bullet,105000,20000,0,4,350,1,1
9378,Hero Passion 100cc,18000,3869,0,16,100,7,5
9379,Bajaj Pulsar NS200,48000,41939,0,8,200,14,6
9380,Bajaj Avenger 220cc,50000,29134,0,7,220,2,6
9381,Hero Hunk Rear,25000,48587,0,8,150,1,5
9382,Bajaj Avenger Street,70000,8000,0,5,220,3,6
9383,Honda CB Hornet,87000,140,0,3,160,10,4
9384,Bajaj Pulsar 150cc,10000,64955,0,15,150,38,6
9385,Yamaha Fazer 150cc,25000,65000,0,12,150,1,3
9386,Hero CD Deluxe,18000,22824,0,8,100,30,5
9387,Bajaj Pulsar 150cc,14227,36000,0,15,150,41,6
9388,Bajaj Avenger 220cc,35000,60000,0,9,220,2,6
9389,Harley-Davidson Street 750,450000,3430,0,4,750,184,14
9390,Bajaj Dominar 400,139000,21300,0,4,400,7,6
9391,Bajaj Avenger Street,80000,7127,0,5,220,7,6
9392,Bajaj Platina 100cc,23000,20000,0,6,100,17,6
9393,Suzuki Slingshot Plus,32000,22697,0,7,125,17,7
9394,Yamaha SZ-RR 150cc,20000,52000,0,10,150,211,3
9395,Bajaj Avenger Street,55005,6600,0,5,220,85,6
9396,Royal Enfield Classic,87000,16336,0,7,350,104,1
9397,Royal Enfield Thunderbird,70000,13858,1,11,350,3,1
9398,Suzuki Zeus 125cc,35000,11885,0,12,125,0,7
9399,KTM RC 390cc,196700,13216,0,4,390,3,9
9400,Bajaj Pulsar 150cc,25000,32588,0,9,150,1,6
9401,Yamaha Fazer 25,123000,14500,0,4,250,387,3
9402,Royal Enfield Classic,95500,18000,0,8,350,1,1
9403,Hero Passion Pro,32000,12000,0,6,100,1,5
9404,Bajaj Avenger 220cc,41000,20245,1,11,220,1,6
9405,Hero Passion 100cc,15000,35000,1,19,100,388,5
9406,Hero Passion Pro,39000,22000,0,4,100,1,5
9407,TVS Apache RTR,30000,6639,0,9,180,19,0
9408,Bajaj Avenger Street,60000,20373,0,6,220,1,6
9409,Hero Super Splendor,15600,84186,0,16,125,18,5
9410,Bajaj Pulsar 150cc,22000,60857,0,13,150,10,6
9411,Yamaha FZ 150cc,45000,18742,0,6,150,30,3
9412,Honda CB Trigger,43000,42837,0,8,150,2,4
9413,Yamaha YZF-R15 2.0,55000,27000,0,9,150,209,3
9414,Hero CBZ Xtreme,11900,34968,0,14,150,11,5
9415,Royal Enfield Bullet,105000,20000,0,4,350,1,1
9416,Hero Passion 100cc,18000,3869,0,16,100,7,5
9417,Bajaj Pulsar NS200,48000,41939,0,8,200,14,6
9418,Bajaj Avenger 220cc,50000,29134,0,7,220,2,6
9419,Hero Hunk Rear,25000,48587,0,8,150,1,5
9420,Bajaj Avenger Street,70000,8000,0,5,220,3,6
9421,Honda CB Hornet,87000,140,0,3,160,10,4
9422,Bajaj Pulsar 150cc,10000,64955,0,15,150,38,6
9423,Yamaha Fazer 150cc,25000,65000,0,12,150,1,3
9424,Hero CD Deluxe,18000,22824,0,8,100,30,5
9425,Bajaj Pulsar 150cc,14227,36000,0,15,150,41,6
9426,Bajaj Avenger 220cc,35000,60000,0,9,220,2,6
9427,Harley-Davidson Street 750,450000,3430,0,4,750,184,14
9428,Bajaj Dominar 400,139000,21300,0,4,400,7,6
9429,Bajaj Avenger Street,80000,7127,0,5,220,7,6
9430,Yamaha FZ 150cc,45000,18742,0,6,150,30,3
9431,Honda CB Trigger,43000,42837,0,8,150,2,4
9432,Yamaha YZF-R15 2.0,55000,27000,0,9,150,209,3
9433,Hero CBZ Xtreme,11900,34968,0,14,150,11,5
9434,Royal Enfield Bullet,105000,20000,0,4,350,1,1
9435,Hero Passion 100cc,18000,3869,0,16,100,7,5
9436,Bajaj Pulsar NS200,48000,41939,0,8,200,14,6
9437,Bajaj Avenger 220cc,50000,29134,0,7,220,2,6
9438,Hero Hunk Rear,25000,48587,0,8,150,1,5
